,131767
ལྷའི་དབང་པོ་བརྒྱ་བྱིན,1
སྤོ་སྐྱོད,1
མ་བརྟག་པའི,1
ཆུ་ཁའི,1
ནགས་ས,1
ལས་འབྲེལ་བ,1
ལྷུང་བར,1
བནྡེ་དཔལ་བརྩེགས,1
ཕྱིར་ལྡོག་པའི,1
མཚོ་ཐོག,1
སྒེར་པའང,1
བསྐལ་བ་བཟང་བོའི,1
སྒྱུ་མ,1
འཐེབ་པའི,1
ཨོ་ད,1
མོ་མཚན,1
གཏིང་ཟབ་པར,1
བཏུབས་ཐེངས,1
ཁ་ཟེར,1
སྙན་བཀུར,1
ཐ་ཀྱཱ་ཞང,1
འཕྲལ་བདེ,1
ཆེ་ཕྱོགས,1
རི་དྭགས་རྔོན་པའི,1
བཏབས་པའི,1
སྐབས་བཟང,1
བརྡ་ཁྱབས,1
དྲིས།,1
ལྕགས་ལ་རྒྱལ་པོས,1
རྒྱུད་སྡེ་བཞིར,1
ནན་པོས,1
ཧུན་སུར,1
རྗོང་ལ,1
སྒང་འགྲེམ་མ,1
ཚོད་འཛིན་ལྟེ་བའི,1
གཉེན་ཉེས,1
འཐེན་ཚད,1
སྒྱིད་ལུགས,1
གཅུང་མོ་ལགས,1
ལེབ་ཤད,1
ལི་ཧྲིའི,1
ཞི་བདེ་རྒྱ་མཚོ,1
བསྒོམ་སྟངས,1
རྨ་རྒྱ,1
ཚེ་སྦྱིན,1
ཐབས་མཁས་པས,1
ཚིག་བར,1
གནོད་ཤུགས་སྤྲོད་ཐབས,1
ཡིག་རྒྱུགས་ཁང,1
གངས་ཏེ་སེར,1
སྐུད་ཐག,1
བཞག་རྒྱུ,1
ལུང་ཁོག,1
བོད་རིགས་སློབ་མས,1
བྲི་དུས,1
དགེ་འོས་སློབ་ཆེན,1
བརྡ་ཐོར,1
ངལ་གསོ་ཙམ,1
ཐུགས་བསྐྱེད་དུས,1
འབུམ་གསེར་ཐོག,1
ཚེས་འགོ,1
དངོས་གཙོ་སྨྲ་བའི,1
དཔྱང་ན,1
སྲིད་པའི་རྒྱལ་མོའི,1
བླ་མ་བསོད་གྲགས,1
གཤགས་ཡ,1
སྐྱིད་པོ་རང་མེད,1
གཉན་དཔོན,1
དུབ་པའི,1
པདྨ་མཁྱེན་བརྩེའི་འོད་ཟེར,1
གཟིགས་ག,1
གཉེར་ཐེངས,1
ཐམས་ཅད་པོ,1
སང་ཉིན་གར,1
གངས་ཏི་སི,1
མི་བཟོ་བར,1
ཡུལ་གྱར་བ,1
རྗེམ་སི,1
ཉུང་དྲག་ཤག་ད,1
སྙན་རོང,1
འཐད་ན,1
རྩོམ་འཆལ,1
ལྕགས་མིག,1
བརྗེད་པའི,1
སྤྲོས་པས,1
རུལ་ཡ,1
ཤིང་ཧྲུག,1
བར་འཁྱམས,1
རྡོ་ར་དཀར་མོར,1
ཚེ་རིང་ལྗོན་ཤིང,1
གླེན་ནག,1
ཞོག་ཁོག་ཕོ་ལོག,1
མཐོང་ཁྱབ,1
ཁྲལ་མེད,1
སྟོད་པ་བུ་མོ,1
སྲབ་པར,1
ཅུང་ན,1
ཁུག་རྒྱུར,1
ཧིན་ཆོས,1
ཁྱིམ་གཉིས,1
ནང་རྒྱུགས,1
ལྔ་བཅུ་པ,1
ཁ་རྒྱག་པ,1
སྙན་བསྐུལ,1
མངའ་ལྗོངས,1
འཛར་འཛོར,1
ཝེ་ཀྲིན,1
སྡེ་དྲུག,1
བཟོ་དགོས,1
བྱ་མོའི,1
མཐོ་བའི་ནད,1
ལྷེམ་ལྷེམ,1
བུ་རབ་ཚིག་ཐོག,1
མི་ཞུགས་པ,1
རྩམ་རིན,1
དྲག་ཙམ,1
ངལ་རྩོལ་སྒྱུར་བཀོད,1
སྤངས་པའང,1
གཏུབ་རྒྱུ,1
ང་མེད,1
ཚོགས་ཡུན,1
མིང་གསར,1
སྤྱི་ཟུར,1
སྤར་ན,1
བསྐྱར་སྒྲིག,1
འཚལ་རྐྱང,1
གྲོགས་ཉེ་རིང,1
གདོང་ཐུག་པའམ,1
གཉུག་མར,1
དཀྲོལ་བཞིན,1
གྲང་པོ,1
སྦྲ་བཟོ,1
ནོར་བུ་དབང་ལྡན,1
མི་བཞི་ཤོག་ཁག,1
གཡུལ་བཤམས,1
བརྗེད་མེད,1
ཡིག་རྙོག,1
གཞས་སྣ,1
བློ་རིག་བཀྲ,1
དཀོན་གྲས,1
ཡི་པེན,1
གཡོ་བསྐོལ,1
མེ་ཁྱེར,1
སོང་ཙ་ན,1
དོན་བསྟན,1
རྨིདཡན,1
ཆབ་མདོ་ས་ཁུལ,1
འགོད་ཕྱིར,1
འཕགས་པ་དཔལ་བཟང,1
གཟིམས་ལམ,1
གྱང་ཁ,1
རེངས་པོར,1
སྙམ་ཆུང་པ,1
དགོད་རྒྱུའི,1
རྙིང་བ་རེ,1
ཀུ་མུད་དགའ་ཚལ,1
ནོ་ཡན,1
ཧོར་རྒྱལ་རི་བོའི,1
ཕམ་པའི,1
ཁང་རིན,1
རྫོབ་ཉོག,1
མི་སྒུར་བའི,1
མཆན་ཐུང,1
བྱེད་པའང,1
ཐ་མལ་བ,1
ཉིན་མོ་རང,1
སྐར་མཛོད་ཆེན་མོ,1
ཆུ་ལ་སྡེ་བརྒྱད,1
འཇིགས་སྣང་སྐུལ་བའི,1
ཀ་ཤི་མཛེས་དགས,1
འཕགས་པ་འཇམ་དཔལ,1
དམངས་ཁྲོད་སྒྱུ་རྩལ,1
ལེགས་གསུང,1
ཆ་མིན,1
པདཤག་ཁྲི་གཅིག,1
སུམ་བསྟོད་ཅན,1
དགྲ་པོ,1
རྗེས་མཐུན་པའི,1
ལས་གསོ,1
མིག་དཀྱུས་རིང་པོར,1
དྲངས་སྙོམས,1
སྤམ་པོ,1
ལྕུམ་སྡོང,1
དར་ཐག,1
དཔྱོད་ཐབས,1
གཅོག་མཁན,1
འདེབས་ལས,1
ཙི་ཧྥུ་ལེ,1
བཀུར་བྱ,1
བདུད་རྩིའི་སྙིང་པོ,1
བཞི་བརྒྱ་བ,1
ལུས་རྩལ་རྭ་བ,1
དོན་ལ་གནས་པའི,1
བཅུ་ཆའི,1
སྙེ་རང་ཕག་འཇུའི,1
ཤམ་ཐམས,1
རེས་རོ,1
ཕོ་ལོ་མེ,1
སྙིགས་མའང,1
སྨྲེང་བས,1
བཅོ་བརྒྱད་ཅན,1
བརྡར་ཤ་ཆོད་པ,1
མཚན་གཞུང,1
གནས་ཆགས,1
གཉལ་ཨ་བཀྲ,1
གྲོགས་ངན,1
སྤྱན་མིག,1
གཙོ་ཆེ་ས,1
རྩིས་པས,1
མ་ཐུབ་པས་ན,1
ཁ་གཡང་འབོད,1
བཀའ་བཞིན་ཞུ,1
ཆད་ཤག,1
འགལ་ཆ,1
མ་ཞེད,1
མི་གསུང་བ,1
ཞིབ་མོ་རྣམ་འཐག,1
སྤྱིའི་དོན,1
བྲག་གཡབ་རྫོང,1
རྡོག་མ,1
ཐང་ཞྭ,1
ཤ་གཏུབ,1
ཀྱི་མིན,1
སྤྱི་ཚོཊ,1
གཟི་བརྗིད་མཐའ་ཡས,1
གངས་ལྡན,1
སྡུག་སེམས,1
སྨན་རྐོང,1
འཁར་བར,1
ཁྲིད་ལུང,1
སྤྱི་སྤུངས་སྐོར,1
མཇལ་ཡིག་མཛོད་གསུམ,1
བསིལ་བའི,1
སྒར་ཆེན,1
བསྟན་ཙམ,1
བཟློག་ཐབས,1
གཉུག་སྤྱོད,1
ཨེ་ཙེ་ཨོ་པི་ཡ,1
བྲག་ལྡེབས,1
བསྐུམ་བསྐུམ,1
ཁ་ཐུར་འཁོར,1
ལམ་ཐོག,1
མཐུ་སྟོབས་གྲགས་པར,1
རྟག་འདུས,1
སྟོད་ལུང་པ,1
ས་གླང་ལོ,1
བློ་གསལ་བ,1
ནས་མེད་སྟབས,1
ཧོབ་ཧོབ,1
རྩིས་གཉེར་རིག་པ,1
མ་འཚམས,1
ཞི་དབྱིངས,1
སྤངས་དོར,1
ཤིང་བ,1
སྐྱོ་གནས,1
གྲོངས་ཙང,1
ཤར་རྒྱུག,1
ཚར་ས་མ་རེད,1
མགོ་ཁྲིད་པ,1
ཐེག་སྒྲ,1
འཕྱར་ཙམ,1
ཨ་རིའི་སློབ་ཆེན,1
རྒྱས་བསྡུས་འབྲིང་གསུམ,1
ཁྱུག,1
གྲྭར་ཆུད,1
ཁྱེར་སོ,1
ཧན་ཝུའུ་ཏི,1
སྤོ་འགུལ,1
ར་གྱུར་བ,1
ད་མིན,1
ཡོང་སའི,1
རྣམ་གྲོལ་ཆོས་བཟང,1
ཞབས་ངོས,1
སྒྲིག་རྒྱུ,1
འོས་མཚམས,1
ལུས་ཤེད,1
ཡོད་ས་རེད།,1
གཟིགས་ཆོག,1
རྨས་པ,1
བློ་གཏེར་དབང་པོའི,1
ཡེད,1
སྡུག་ཕྱོགས,1
རོལ་སའི,1
དཀར་རྩིས,1
བླངས་པ་ན,1
ཕམ་ན,1
ཤ་བ་ཅན,1
གཞལ་བཞིན,1
དབང་བསྡུ,1
རྩིང་བོ,1
ཕིང,1
འཛིང་པའི,1
ལང་ལིང,1
ཚིམས་མེད,1
པད་གདན,1
མ་བསྡུས,1
འཕྱར་འཕྱར,1
ཤད་པ,1
གཞན་པའང,1
ཚོགས་བྲོ,1
འཕྲུལ་མཉེད,1
བུར་སྒོམ་ནག་པོ,1
སྦེད་པའམ,1
ཐི་མར་ཁེ,1
སྒོར་བརྒྱ་རེ,1
སྟག་སྙའི,1
ཡང་མོའི,1
མེ་མཚམས,1
གནས་བརྟན་ཚེ་རིང,1
སྒོ་རྒྱག་པའི,1
འཚོང་རྒྱུ་མེད,1
ལོ་རྒྱུས་དཔྱད་རྩོམ,1
ལྔ་སྤྲད་གོ,1
མངཔོའི,1
འབྲོག་མི་རང,1
བྱེད་ཐལ,1
ཅི་ནུས་བྱེད,1
སྣ་གཉེར,1
ལྔ་བརྒྱ་སེ,1
ཁུ་རྩིད,1
ཨ་ཐན་སིའི,1
གསོལ་ན,1
རྒྱ་བརྒྱུད,1
སྐྲ་མ་ཤད་པ,1
སྟངས་འཛིན་འོག,1
ཕྲ་ཞིང་ཞིབ་པ,1
མ་བསྒྱུར་བའམ,1
ཚ་ལེ,1
སྐྱོ་ལྷང་ངེ,1
ཁུང་ཡུས,1
གོམ་ཆུང,1
རྫིགས་པོ,1
དགོས་ར་ད,1
མེད་རེད་པ,1
འཁྱར་རེ་འཁྱོར་རེ,1
ད་བྱས་དུས,1
བྱེད་ཐུབ་ཡ,1
གཡོ་གར,1
མོ་སྐུད,1
སྐྲ་མཐུད,1
ཕྱི་ཐག་ཅན,1
ཁུལ་རིམ་པའི,1
འཁྲོལ་བའི,1
འདུར་མོར,1
གསུང་རབ་ཡན་ལག,1
དོན་ལའང,1
འདི་སྒུག,1
ལན་འགན,1
པར་རྒྱག་པའི,1
གཟེ་མོ་ཧན་ཧྲེར,1
ཉག་བོས,1
ངོས་ན,1
གཞན་སེལ་བ,1
གཏུམ་སྟོན,1
ཐག་བྲན,1
གཏིང་ཚུགས་པར,1
རེདད་བ,1
དིམ་པ,1
ལོ་བཅུ་གཉིས,1
དཀའ་ས,1
སྙན་པའི་ངག,1
དྲི་བྲལ,1
ངོ་བརྒོལ,1
སྣུམ་ཆུའི,1
རྩིབས,1
ཟབ་ཡངས,1
ཉེར་སྤྱད,1
གྲུབ་མཐར,1
ཕོང,1
མཁོ་འདོན་དུས་བབ,1
མི་ཡོང་མཁན,1
ལེ་ལོས,1
གསོན་སྲེགས,1
རི་རྩེའི,1
ནགས་ཚལ་སྟུག་པོ,1
ཡ་ཆུང,1
འབྲིང་རྒྱང་རྒྱུག,1
རྐྱང་ཁྲ,1
མྱང་ཏིང་འཛིན་བཟང་པོ,1
ཞིམ་པོ་མེད,1
གནད་སེལ,1
ལོ་མགོ,1
མ་ཆུད་པའི,1
ཤིང་བཟའ་ཨ་ཆོས,1
གསུམ་ག་ལྡན་པས,1
མི་བགྱིད་རི,1
བམ་པོའམ,1
ཕག་མོ་གྲུ་པ,1
ས་ཡ་བཞི,1
ཆིན་གོང་མའི,1
མཉམ་འབྲེལ་ཁང,1
བེ་ཀྱཱ་སྡེ་བ,1
དཀྲོག་ན,1
འགྲེམས་རྫས,1
ལིན་ཊཱ་ཡིས,1
རྒྱ་ཤ་ཅུར,1
ཤོག་བ,1
བྱས་ཆོག,1
བཀྲུ་སའི,1
སྐྱེ་ཀྱོག,1
ཤི་ཀྭ,1
ཟུག་སྒྲ,1
སྣུམ་བསྲེག,1
ཀླུ་མཁར,1
ཤར་རྫའི,1
སློང་སྟངས,1
ཏེ་འུར་ཁུ་སེས,1
ཆོབ་ཚ་བ,1
ཉེའུ་ཧམ,1
བཅུགཿ,1
འ་ཆད་འུ་ཐུག,1
རུ་བསྒྲིགས,1
སྦོལ,1
འཆར་བས,1
སྤེལ་རྒྱུར,1
རྫ་ནི་རྫུན་ནི,1
འགྲོ་འདུག་བ,1
རྨ་གཟིགས,1
དྭངས་སྤྲིས,1
འཕུལ་མདེལ,1
མགོ་ཡུ་འཁོར,1
ཧོར་སྙན་བཟང,1
དཔའ་རིས་རབ་གསལ,1
སྲ་འཐས,1
དངོས་ཕན,1
ནོར་ལྷའི,1
ཡིན་ནེ,1
ཕར་འདྲ,1
དོན་གྲུབ་ལྷ་རྒྱལ,1
དམན་པས,1
རྒྱུད་ཁུངས,1
བྲོ་འཆམ,1
པགས་རློན,1
གཅུག་གོ,1
ལྡི་ལེ,1
རྙིང་ཐིག,1
ལྷོངས,1
དེ་ཙམ་མེད་པ,1
མི་ནུས་ན,1
འཚོ་རྐྱེན,1
ཁྱད་ལྡན་ཅན,1
ཧྲན་ཏུང་ཅི་ནན,1
སྦྱང་ན་སྦྱང,1
སོབ,1
བཏགས་རྒྱུ,1
སྲུང་མའང,1
དལ་དལ་ལྷོད་ལྷོད,1
ལྡེམ་ཤུགས,1
པུ་ལེ་དགེ,1
ནང་ནའང,1
ཨ་ལག་ཤ,1
འགྲོས་གསུམ་པ,1
སྒོར་མོས,1
ཚ་ཞང,1
སྒྱོགས,1
ལོག་འཇལ་བ,1
ལྷོ་རྒྱུད་ཁུལ,1
བདའ་རྗེས,1
འགེགས་རེས,1
གཅེར་རྗེན,1
ཐུར་ཐག,1
ཤེད་མོང,1
ཆུ་འཁྲུད,1
བསྒོམ་པ,1
གྲྭ་བཙུགས,1
ཅི་ནས,1
དེ་སྔར,1
གཉན་པོ་གཡུ་རྩེའི,1
རྨོ་བསྐྱུར་ནགས་གསོའི,1
བསམ་བསམ་འདྲ,1
འཐོམ་འཐོམ་པ,1
སྔོག་དུས,1
མིང་གཞན,1
སྲབ་བུ,1
ཚད་ཤིང,1
ཆར་ཟིམ,1
ཨ་ཧོ,1
གྲུམ་ནད,1
འཁྱེར་བ་བཞིན,1
སླང་ཆེན,1
རྨི་ཐུན,1
སྔོག་བཤེར,1
ཚུལ་བློས,1
ཁུང་ཀྲེན་ཝེ,1
སྣ་ག,1
པར་བཤམས,1
མི་བརྒྱབ་པ,1
པར་བསྐྲུན་རིག་གནས,1
འདམ་བྱེ,1
སྣག་རིས,1
རང་སྐྱ་ཐུབ་པ,1
ཧོབ་ཐེ་མེད,1
འཁྲུན་ཐག,1
ཡངས་ས,1
རྡོ་རེས,1
ཤ་གཟུག,1
ཅི་མ་རེད,1
འབྱུང་སྤུས,1
ཁྱེད་རང་སེམས,1
སྤུ་བོའི,1
བཞག་ཙམ,1
འདོད་པའི་དད་པ,1
བོད་ན,1
སྙན་འགྲེལ་དཎྜིའི་དགོངས་རྒྱན,1
ལྟ་བ་རྟེན་འབྱུང,1
ཡང་ཀྲུག,1
ཨ་ཤོ་ལེགས,1
འཁོར་ཚོགས,1
སྤྱི་མཐུན་པ,1
ཀྱིི་རྣ་བར,1
ཆེས་ལ་མ་ཆེས,1
དེབ་ཡིག,1
བསྐྲུན་ཚུལ,1
ཐུགས་བསམ་བཞེས་རོགས,1
འདུག་ཨང,1
མ་སད་པ,1
སྨྲ་མཁན,1
རེ་བ་སེ,1
གླང་རྔ,1
བཙུན་པའི,1
སྔ་བོ་ནས,1
བཀྲ་ཤིས་གྲགས་པར,1
དབུག་རིང,1
ཆུ་འཛིར་འཛིར,1
གཅེས་གཅེས,1
ཉེས་འགོག,1
སྐྱོ་ཉམས་ལྡན་པའི,1
ལྷམ་འདེབས,1
རྒྱག་བྱེད,1
མཚམས་འཇོག་པ,1
བི་ཤུ,1
ལྷག་པ་སྒྲོལ་མ,1
ངལ་ནུས,1
ལེགས་བཀོད,1
དབུགས་འབྱིན,1
བྱམས་མ,1
གདོང་མདོག,1
ཐུབ་པའི་དབང་པོས,1
གཅོད་ཡ,1
ལན་སློག་པ,1
ཁ་ཁྲག,1
གོམས་སྦྱོང་བརྡར་གསུམ,1
ད་ཀྱས,1
བོད་ལྗོངས་སློབ་གྲྭ,1
ཤོར་བ་ནས་བཟུང,1
བྱེད་པས་སོ,1
སྔགས་རིམ་ཆེན་མོའི,1
རྡེབ་པ,1
ངོམ་པར,1
མདོ་ཁྲི་རྗེ,1
ཝེ་སི་ཁུ,1
ཕྱིད,1
མགོ་རྒས,1
འཐུལ་བས,1
ཚོན་སྣ་མིན,1
བསྡད་དུས་ཙམ་པ,1
ཉིས་ཁྲི་ཆིག་སྟོང,1
སྟོད་ལྭ,1
བསྙད་བཏགས,1
གོས་རང་འགྲུབ,1
སྨྲ་ངེ་སྨྲེང་ངེ་་མ,1
ལོ་མང་བོ,1
བཤལ་ནད,1
དོག་མོའི,1
འཇབ་མདའ,1
རྒྱུད་བཞིའམ,1
ཡིན་ཏ་དགོས,1
སྲོ་མོའི,1
སྨིའི,1
སློབ་སྐོར,1
རྣག་གསོག་ཅན,1
བོད་སྐད་ཨུའི,1
རྡུང་རྒྱུ,1
གསོ་ཐུབ་པ,1
བཀླུབས་པ,1
སྐྱ་རེང,1
མཐེའུ་ཆུང,1
རྩོམ་ཉན,1
སྟོན་ལུགས,1
འདྲེན་སྟངས,1
ལྷ་རྗེའི,1
ཁར་ཟོས,1
རྒྱལ་མོ་བརྩན,1
ཉལ་ཐ,1
འཕྲེད་འགེལ,1
བཞུར་རྒྱུད,1
ཤིན་ཏུ་ལྡན,1
ཕུག་གཏུགས,1
བཙོག་ག,1
དྲག་ཙི,1
དལ་བོའི,1
མདུད་རྒྱ,1
འདེམས་པར,1
མིག་མེད།,1
ནོར་བུ་གླིང་གའི,1
ཡག་ཐ,1
ཚེ་དབང་ལྷ་མོས,1
